Rank;Codigo_Instituicao;Instituicao;Exportacao_Quant;Exportacao_Valor;Importacao_Quant;Importacao_Valor;Transf_Exterior_Quant;Transf_Exterior_Valor;Transf_pExterior_Quant;Transf_pExterior_Valor;Mercado_Primario_Quant;Mercado_Primario_Valor;Mercado_Interbancario_Quant;Mercado_Interbancario_Valor;Total_Geral_Quant;Total_Geral_Valor;Data_Ref
93;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA;4.0;44075.0;267.0;9992899.0;18.0;171268.0;48.0;236311.0;337.0;10444553.0;188.0;10447353.0;525.0;20891906.0;2021-03
94;00.416.968;BANCO INTER S.A.;14.0;63865.0;6.0;87473.0;5463.0;6449046.0;904.0;9285195.0;6387.0;15885578.0;145.0;3514815.0;6532.0;19400393.0;2021-03
95;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;5.0;695345.0;11.0;348302.0;24.0;8348554.0;54.0;697938.0;94.0;10090139.0;8.0;8579564.0;102.0;18669703.0;2021-03
96;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;9.0;60107.0;154.0;5227309.0;90.0;1183163.0;212.0;1965795.0;465.0;8436375.0;118.0;7991596.0;583.0;16427970.0;2021-03
97;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;3.0;89766.0;73.0;993661.0;122.0;2017443.0;598.0;3902538.0;796.0;7003407.0;588.0;7908364.0;1384.0;14911771.0;2021-03
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;1.0;10080.0;67.0;1754299.0;231.0;696668.0;478.0;2814584.0;777.0;5275631.0;528.0;9607854.0;1305.0;14883484.0;2021-03
99;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;9.0;226141.0;153.0;5281345.0;40.0;267384.0;57.0;703035.0;259.0;6477906.0;208.0;6487614.0;467.0;12965519.0;2021-03
100;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;16.0;288834.0;58.0;800969.0;229.0;1776936.0;623.0;3436617.0;926.0;6303356.0;534.0;5585429.0;1460.0;11888786.0;2021-03
102;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;24.0;1504954.0;52.0;890755.0;58.0;2389580.0;175.0;1102723.0;309.0;5888012.0;244.0;4982978.0;553.0;10870990.0;2021-03
104;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;20.0;188985.0;94.0;2289056.0;273.0;1450637.0;311.0;1489991.0;698.0;5418669.0;384.0;4711818.0;1082.0;10130488.0;2021-03
105;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;17.0;519143.0;23.0;496211.0;72.0;1112776.0;96.0;2093231.0;208.0;4221361.0;134.0;4149575.0;342.0;8370937.0;2021-03
106;04.913.711;BANCO DO ESTADO DO PARÁ S.A.;59.0;2176303.0;5.0;457720.0;22.0;1406146.0;40.0;632414.0;126.0;4672584.0;24.0;3518777.0;150.0;8191361.0;2021-03
108;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;3.0;122711.0;76.0;2606000.0;45.0;567982.0;146.0;647876.0;270.0;3944569.0;133.0;3678509.0;403.0;7623078.0;2021-03
109;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;3.0;27554.0;48.0;2109971.0;23.0;489949.0;33.0;726534.0;107.0;3354008.0;62.0;3371986.0;169.0;6725994.0;2021-03
110;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;3.0;14445.0;85.0;1735717.0;74.0;297305.0;70.0;394096.0;232.0;2441563.0;188.0;4037858.0;420.0;6479421.0;2021-03
111;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;1.0;37963.0;;;106.0;406138.0;204.0;782672.0;311.0;1226773.0;246.0;5020845.0;557.0;6247618.0;2021-03
112;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;15.0;98561.0;29.0;609862.0;239.0;2563390.0;124.0;476288.0;407.0;3748101.0;82.0;2341812.0;489.0;6089913.0;2021-03
113;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;6.0;65547.0;40.0;665271.0;124.0;983454.0;168.0;1407637.0;338.0;3121910.0;200.0;2911737.0;538.0;6033647.0;2021-03
114;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;3.0;47615.0;23.0;826524.0;234.0;1282136.0;311.0;953435.0;571.0;3109710.0;159.0;2851657.0;730.0;5961366.0;2021-03
115;04.902.979;BANCO DA AMAZONIA S.A.;47.0;1560194.0;10.0;1039057.0;16.0;707758.0;41.0;37301.0;114.0;3344311.0;30.0;2566014.0;144.0;5910324.0;2021-03
116;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;2.0;17493.0;41.0;817352.0;23.0;162327.0;91.0;1549326.0;157.0;2546497.0;111.0;2550177.0;268.0;5096674.0;2021-03
117;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA;67.0;1855063.0;15.0;78711.0;9.0;175791.0;28.0;283886.0;119.0;2393452.0;108.0;2392182.0;227.0;4785634.0;2021-03
118;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;5.0;34059.0;29.0;612060.0;79.0;796802.0;153.0;1016836.0;266.0;2459758.0;208.0;2011667.0;474.0;4471425.0;2021-03
119;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.;7.0;19494.0;70.0;657678.0;155.0;408330.0;244.0;1145583.0;476.0;2231084.0;177.0;1858275.0;653.0;4089359.0;2021-03
120;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;18.0;681180.0;27.0;614133.0;152.0;444884.0;209.0;588483.0;406.0;2328681.0;123.0;1711697.0;529.0;4040378.0;2021-03
121;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;5.0;95793.0;16.0;360397.0;111.0;991003.0;199.0;1164106.0;331.0;2611299.0;93.0;1273236.0;424.0;3884535.0;2021-03
122;00.806.535;PLANNER CORRETORA DE VALORES S.A.;1.0;1382.0;;;19.0;617479.0;21.0;1133116.0;41.0;1751977.0;39.0;1751977.0;80.0;3503954.0;2021-03
123;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;2.0;44966.0;41.0;1062401.0;20.0;200341.0;42.0;357939.0;105.0;1665647.0;96.0;1658184.0;201.0;3323831.0;2021-03
132;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6.0;161931.0;;;50.0;318448.0;47.0;265504.0;103.0;745883.0;32.0;711154.0;135.0;1457038.0;2021-03
138;33.042.151;BANCO DE LA NACION ARGENTINA;1.0;27181.0;;;464.0;329284.0;11.0;26884.0;476.0;383349.0;4.0;205652.0;480.0;589001.0;2021-03
139;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;3.0;59100.0;;;3.0;3455.0;5.0;20689.0;11.0;83243.0;1.0;500000.0;12.0;583243.0;2021-03
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.;6255.0;3026576287.0;19627.0;2388977246.0;20861.0;3529474159.0;25433.0;3709863119.0;72176.0;12654890811.0;2854.0;13005543010.0;75030.0;25660433821.0;2021-04
2;33.479.023;BANCO CITIBANK S.A.;1364.0;1188485420.0;8495.0;1787572990.0;7637.0;8134590148.0;8947.0;6115639781.0;26443.0;17226288339.0;630.0;5905258092.0;27073.0;23131546432.0;2021-04
3;60.701.190;ITAÚ UNIBANCO S.A.;8006.0;2605941709.0;26354.0;3245576623.0;29694.0;3339301265.0;28733.0;4179875679.0;92787.0;13370695276.0;643.0;9402352338.0;93430.0;22773047614.0;2021-04
4;33.172.537;BANCO J.P. MORGAN S.A.;329.0;750392772.0;3075.0;601979837.0;1277.0;4994991163.0;1960.0;6132059883.0;6641.0;12479423655.0;640.0;9900956714.0;7281.0;22380380370.0;2021-04
5;60.746.948;BANCO BRADESCO S.A.;5746.0;4719083051.0;14862.0;1788836303.0;29519.0;2500519409.0;13273.0;2614392848.0;63400.0;11622831610.0;980.0;7127995324.0;64380.0;18750826934.0;2021-04
6;00.000.000;BANCO DO BRASIL S.A.;7440.0;2699553357.0;14363.0;2202200672.0;18679.0;928591486.0;15277.0;1589907007.0;55759.0;7420252522.0;539.0;3159391976.0;56298.0;10579644498.0;2021-04
7;30.306.294;BANCO BTG PACTUAL S.A.;139.0;598434302.0;928.0;163321211.0;938.0;495885268.0;2119.0;1300770016.0;4124.0;2558410797.0;319.0;4958158533.0;4443.0;7516569330.0;2021-04
8;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;139.0;802483720.0;872.0;263728142.0;480.0;2328055338.0;570.0;1601347715.0;2061.0;4995614915.0;318.0;2068790765.0;2379.0;7064405680.0;2021-04
9;01.522.368;BANCO BNP PARIBAS BRASIL S.A.;142.0;417850761.0;1211.0;337577837.0;883.0;1298948354.0;2230.0;1098428179.0;4466.0;3152805131.0;1904.0;2943084850.0;6370.0;6095889981.0;2021-04
11;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;95.0;259315582.0;184.0;90352398.0;293.0;413340382.0;300.0;410613023.0;872.0;1173621385.0;438.0;2999447128.0;1310.0;4173068513.0;2021-04
13;60.498.557;BANCO MUFG BRASIL S.A.;119.0;57425293.0;465.0;71403886.0;259.0;451046175.0;362.0;287339437.0;1205.0;867214791.0;1110.0;2536290825.0;2315.0;3403505617.0;2021-04
14;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;65.0;97221228.0;386.0;159444022.0;124.0;392484678.0;289.0;420248194.0;864.0;1069398123.0;429.0;2244160511.0;1293.0;3313558634.0;2021-04
16;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;14.0;185365233.0;2.0;2165668.0;28.0;66287641.0;47.0;70667334.0;91.0;324485876.0;210.0;2307285132.0;301.0;2631771008.0;2021-04
17;59.588.111;BANCO VOTORANTIM S.A.;206.0;196131042.0;945.0;174602215.0;181.0;204669861.0;591.0;254911057.0;1923.0;830314174.0;691.0;1701161088.0;2614.0;2531475262.0;2021-04
18;28.195.667;BANCO ABC BRASIL S.A.;124.0;137363221.0;463.0;74280161.0;162.0;266422066.0;393.0;209069894.0;1142.0;687135342.0;652.0;1772843608.0;1794.0;2459978950.0;2021-04
19;49.336.860;ING BANK N.V.;3.0;169611.0;;;17.0;671539.0;33.0;1726985.0;53.0;2568134.0;32.0;1809930933.0;85.0;1812499067.0;2021-04
20;53.518.684;BANCO HSBC S.A.;14.0;208370896.0;138.0;28526143.0;47.0;64564371.0;132.0;365632662.0;331.0;667094073.0;258.0;913786604.0;589.0;1580880677.0;2021-04
21;62.232.889;BANCO DAYCOVAL S.A.;569.0;108601342.0;997.0;84591513.0;64402.0;507356731.0;1448.0;61777045.0;67416.0;762326631.0;884.0;710086322.0;68300.0;1472412953.0;2021-04
22;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;606.0;82096299.0;2114.0;104704155.0;1493.0;98993452.0;5043.0;433185717.0;9256.0;718979623.0;5480.0;687563405.0;14736.0;1406543027.0;2021-04
23;31.872.495;BANCO C6 S.A.;25.0;38625540.0;179.0;101840483.0;927.0;43295248.0;6394.0;199904335.0;7525.0;383665606.0;311.0;930838526.0;7836.0;1314504132.0;2021-04
24;58.160.789;BANCO SAFRA S.A.;244.0;163149760.0;1322.0;192625966.0;828.0;73939735.0;1396.0;188201934.0;3790.0;617917394.0;339.0;582454185.0;4129.0;1200371579.0;2021-04
25;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;6.0;19388085.0;19.0;41604977.0;28.0;370669704.0;105.0;422060359.0;158.0;853723126.0;29.0;346312012.0;187.0;1200035138.0;2021-04
26;19.307.785;MS BANK S.A. BANCO DE CÂMBIO;105.0;4445762.0;827.0;32572570.0;220.0;7152002.0;17017.0;30825240.0;18169.0;74995574.0;802.0;1109391325.0;18971.0;1184386899.0;2021-04
27;68.900.810;BANCO RENDIMENTO S.A.;50.0;3761853.0;157.0;69433726.0;244050.0;404004741.0;2820.0;74297752.0;247077.0;551498072.0;8528.0;596669705.0;255605.0;1148167777.0;2021-04
29;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;65.0;260364334.0;18.0;8557774.0;79.0;137728948.0;224.0;133878570.0;386.0;540529626.0;66.0;569544364.0;452.0;1110073990.0;2021-04
30;33.264.668;BANCO XP S.A.;108.0;118212898.0;1222.0;265635779.0;371.0;111183603.0;1683.0;137941656.0;3384.0;632973936.0;39.0;312749916.0;3423.0;945723852.0;2021-04
32;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;139.0;126652620.0;582.0;107813244.0;389.0;140245051.0;514.0;31041282.0;1624.0;405752196.0;200.0;396329285.0;1824.0;802081481.0;2021-04
33;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;67.0;164928439.0;376.0;40046590.0;19.0;170909024.0;296.0;207066799.0;758.0;582950852.0;63.0;200041597.0;821.0;782992449.0;2021-04
34;78.632.767;BANCO OURINVEST S.A.;695.0;63642608.0;2632.0;153446896.0;7866.0;111000411.0;4955.0;133262728.0;16148.0;461352643.0;1784.0;287806388.0;17932.0;749159031.0;2021-04
35;07.679.404;BANCO TOPÁZIO S.A.;61.0;36400493.0;40.0;7648824.0;249.0;13233541.0;514.0;279759988.0;864.0;337042846.0;1189.0;382294510.0;2053.0;719337355.0;2021-04
36;62.144.175;BANCO PINE S.A.;34.0;34439980.0;337.0;34909847.0;3.0;426175.0;46.0;7714970.0;420.0;77490972.0;182.0;566253000.0;602.0;643743972.0;2021-04
37;45.246.410;BANCO GENIAL S.A.;43.0;3367821.0;50.0;7729964.0;215.0;12330987.0;483.0;292865245.0;791.0;316294016.0;73.0;290637599.0;864.0;606931615.0;2021-04
38;61.088.183;BANCO MIZUHO DO BRASIL S.A.;55.0;131990295.0;224.0;29306181.0;54.0;23942322.0;130.0;18803451.0;463.0;204042250.0;212.0;363176217.0;675.0;567218467.0;2021-04
40;71.027.866;BANCO BS2 S.A.;340.0;62374140.0;1250.0;52644836.0;5905.0;117169559.0;17805.0;89516562.0;25300.0;321705097.0;124.0;198306261.0;25424.0;520011359.0;2021-04
41;58.616.418;BANCO FIBRA S.A.;106.0;94266894.0;943.0;119768948.0;26.0;17157181.0;206.0;57323700.0;1281.0;288516722.0;155.0;183492889.0;1436.0;472009611.0;2021-04
42;33.923.798;BANCO MÁXIMA S.A.;119.0;9002538.0;446.0;19858503.0;12164.0;89527178.0;54507.0;134230186.0;67236.0;252618405.0;173.0;135429446.0;67409.0;388047851.0;2021-04
43;10.690.848;BANCO DA CHINA BRASIL S.A.;21.0;26568501.0;35.0;13366461.0;16.0;101895341.0;74.0;27715425.0;146.0;169545728.0;108.0;187261792.0;254.0;356807520.0;2021-04
45;03.609.817;BANCO CARGILL S.A.;13.0;30360295.0;;;4.0;5965707.0;94.0;38018224.0;111.0;74344226.0;8.0;250000000.0;119.0;324344226.0;2021-04
46;13.059.145;BEXS BANCO DE CÂMBIO S/A;7.0;38312612.0;6.0;76581.0;5761.0;16412765.0;92242.0;109619377.0;98016.0;164421336.0;202.0;136302189.0;98218.0;300723525.0;2021-04
47;00.360.305;CAIXA ECONOMICA FEDERAL;96.0;14782505.0;80.0;4497644.0;8994.0;41605536.0;484.0;49928189.0;9654.0;110813874.0;341.0;110108716.0;9995.0;220922590.0;2021-04
48;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;232.0;5948245.0;2193.0;50739545.0;1514.0;15208118.0;3691.0;41877537.0;7630.0;113773445.0;797.0;97303771.0;8427.0;211077216.0;2021-04
49;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;195.0;4724941.0;1024.0;36919297.0;4876.0;27324496.0;3154.0;48458314.0;9249.0;117427048.0;967.0;91718321.0;10216.0;209145369.0;2021-04
50;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;2.0;33821724.0;12.0;803950.0;11.0;5216816.0;15.0;255794.0;40.0;40098284.0;6.0;167720796.0;46.0;207819080.0;2021-04
51;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;24.0;74838283.0;;;30.0;14791883.0;2.0;82799.0;56.0;89712965.0;7.0;85500584.0;63.0;175213549.0;2021-04
53;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;16.0;25711201.0;20.0;9261391.0;6.0;47051940.0;48.0;1361136.0;90.0;83385668.0;11.0;77569080.0;101.0;160954748.0;2021-04
54;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;6.0;32125200.0;54.0;15187108.0;9.0;30621449.0;43.0;11712987.0;112.0;89646745.0;17.0;71250000.0;129.0;160896745.0;2021-04
55;92.894.922;BANCO ORIGINAL S.A.;3.0;127519.0;8.0;11150645.0;43.0;60412731.0;92.0;65250100.0;146.0;136940995.0;15.0;15639666.0;161.0;152580660.0;2021-04
56;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;32.0;56203746.0;33.0;2201433.0;52.0;262409.0;70.0;10501479.0;187.0;69169066.0;62.0;72800971.0;249.0;141970038.0;2021-04
57;01.181.521;BANCO COOPERATIVO SICREDI S.A.;712.0;40730731.0;915.0;47057312.0;470.0;6794534.0;343.0;20549080.0;2440.0;115131657.0;14.0;22207045.0;2454.0;137338702.0;2021-04
58;30.723.886;BANCO MODAL S.A.;1.0;98962.0;36.0;6768687.0;83.0;19818194.0;96.0;19576389.0;216.0;46262232.0;7.0;91000517.0;223.0;137262750.0;2021-04
59;15.114.366;BANCO BOCOM BBM S.A.;8.0;7536379.0;58.0;4730253.0;25.0;22660202.0;168.0;38486411.0;259.0;73413244.0;9.0;58006970.0;268.0;131420214.0;2021-04
60;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.;19.0;3544898.0;60.0;3111006.0;3337.0;56314654.0;224.0;6284038.0;3640.0;69254596.0;253.0;61457679.0;3893.0;130712275.0;2021-04
61;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;6.0;2073161.0;143.0;7938969.0;160.0;11780138.0;649.0;34370974.0;958.0;56163241.0;290.0;61399283.0;1248.0;117562525.0;2021-04
62;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;169.0;3646706.0;1566.0;39227414.0;280.0;4540026.0;1203.0;14257868.0;3218.0;61672015.0;569.0;49372503.0;3787.0;111044518.0;2021-04
63;00.250.699;AGK CORRETORA DE CAMBIO S.A.;208.0;5201860.0;1212.0;41219274.0;455.0;11561421.0;568.0;7220660.0;2443.0;65203215.0;532.0;45514138.0;2975.0;110717353.0;2021-04
65;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;99.0;1331261.0;1200.0;28963656.0;448.0;8559276.0;1017.0;15876294.0;2764.0;54730487.0;714.0;49038085.0;3478.0;103768572.0;2021-04
66;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;665.0;33930106.0;587.0;32401159.0;406.0;4098330.0;466.0;13920425.0;2124.0;84350020.0;19.0;17992181.0;2143.0;102342201.0;2021-04
67;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;7.0;742549.0;25.0;1719755.0;16.0;22685847.0;49.0;9401712.0;97.0;34549863.0;13.0;65030332.0;110.0;99580194.0;2021-04
69;59.118.133;BANCO LUSO BRASILEIRO S.A.;57.0;8224984.0;224.0;28871369.0;25.0;2603487.0;182.0;3637031.0;488.0;43336871.0;303.0;43561523.0;791.0;86898395.0;2021-04
70;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;83.0;1482005.0;848.0;21465778.0;565.0;4670755.0;1245.0;14410550.0;2741.0;42029088.0;1627.0;44549286.0;4368.0;86578374.0;2021-04
71;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;2.0;21221.0;83.0;37879097.0;55.0;1183149.0;190.0;3328896.0;330.0;42412362.0;117.0;41483792.0;447.0;83896154.0;2021-04
72;60.889.128;BANCO SOFISA S.A.;105.0;24818584.0;75.0;6221420.0;8.0;2864953.0;79.0;4710823.0;267.0;38615781.0;12.0;29630442.0;279.0;68246222.0;2021-04
73;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;7.0;25000000.0;5.0;2263426.0;2.0;7155.0;23.0;2370875.0;37.0;29641456.0;36.0;36928000.0;73.0;66569456.0;2021-04
74;02.318.507;BANCO KEB HANA DO BRASIL S.A.;2.0;3456000.0;68.0;9620989.0;53.0;15096527.0;117.0;15419185.0;240.0;43592701.0;73.0;22592504.0;313.0;66185204.0;2021-04
75;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;23.0;568724.0;628.0;23699500.0;173.0;1926495.0;515.0;6538488.0;1339.0;32733207.0;968.0;31147062.0;2307.0;63880269.0;2021-04
76;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;15.0;1584591.0;48.0;4456207.0;5.0;7405474.0;26.0;7691607.0;94.0;21137878.0;20.0;42308820.0;114.0;63446698.0;2021-04
77;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.;10.0;1527862.0;17.0;1692616.0;7.0;2290749.0;24.0;20210559.0;58.0;25721786.0;14.0;29587996.0;72.0;55309782.0;2021-04
78;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.;89.0;9820184.0;441.0;14011481.0;414.0;2322315.0;639.0;4306287.0;1583.0;30460267.0;528.0;19252733.0;2111.0;49713000.0;2021-04
79;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;55.0;1427733.0;285.0;4429697.0;1127.0;10252729.0;2017.0;15539063.0;3484.0;31649221.0;497.0;16258020.0;3981.0;47907241.0;2021-04
80;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;2.0;4056630.0;7.0;2539929.0;10.0;16406381.0;50.0;1387778.0;69.0;24390719.0;4.0;22779780.0;73.0;47170499.0;2021-04
81;61.186.680;BANCO BMG S.A.;2.0;1500000.0;6.0;2612406.0;21.0;340183.0;27.0;1855411.0;56.0;6307999.0;5.0;40501211.0;61.0;46809210.0;2021-04
82;61.024.352;BANCO INDUSVAL S.A.;18.0;9123683.0;139.0;7971519.0;41.0;2881105.0;262.0;10079402.0;460.0;30055708.0;40.0;14543247.0;500.0;44598955.0;2021-04
83;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;28.0;1028416.0;571.0;16715185.0;125.0;917497.0;436.0;3412996.0;1160.0;22074094.0;468.0;18831186.0;1628.0;40905280.0;2021-04
84;04.062.902;VISION S.A. CORRETORA DE CAMBIO;54.0;1117417.0;400.0;9398099.0;2778.0;3935650.0;2075.0;5274683.0;5307.0;19725848.0;796.0;15848540.0;6103.0;35574388.0;2021-04
87;00.416.968;BANCO INTER S.A.;13.0;79864.0;8.0;85404.0;5546.0;6213207.0;768.0;11333688.0;6335.0;17712163.0;146.0;7487762.0;6481.0;25199926.0;2021-04
89;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB;92.0;9709142.0;101.0;2790304.0;50.0;1527794.0;34.0;6039942.0;277.0;20067182.0;3.0;2559530.0;280.0;22626712.0;2021-04
90;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;7.0;200748.0;160.0;8160253.0;63.0;696775.0;162.0;1885440.0;392.0;10943217.0;342.0;10573628.0;734.0;21516844.0;2021-04
91;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;2.0;30340.0;77.0;1810118.0;100.0;2084903.0;707.0;4826433.0;886.0;8751794.0;546.0;10863585.0;1432.0;19615379.0;2021-04
92;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;7.0;116529.0;186.0;5596158.0;46.0;908595.0;72.0;1985914.0;311.0;8607197.0;253.0;8677251.0;564.0;17284448.0;2021-04
93;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;5.0;26955.0;176.0;5904693.0;76.0;821287.0;238.0;1455488.0;495.0;8208422.0;140.0;8166701.0;635.0;16375122.0;2021-04
95;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;3.0;77700.0;89.0;1816040.0;209.0;582678.0;434.0;2365075.0;735.0;4841494.0;491.0;7456672.0;1226.0;12298166.0;2021-04
96;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;14.0;205034.0;122.0;3499261.0;200.0;815388.0;314.0;1832079.0;650.0;6351761.0;347.0;5653721.0;997.0;12005482.0;2021-04
98;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;18.0;252785.0;92.0;1879528.0;190.0;639909.0;638.0;3577635.0;938.0;6349858.0;554.0;5570628.0;1492.0;11920486.0;2021-04
100;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;11.0;243392.0;47.0;1599874.0;76.0;2674732.0;109.0;3209713.0;243.0;7727711.0;136.0;3349656.0;379.0;11077367.0;2021-04
101;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;3.0;291491.0;18.0;246864.0;1.0;41968.0;19.0;10477954.0;41.0;11058276.0;;;41.0;11058276.0;2021-04
102;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA;4.0;55228.0;157.0;4339883.0;13.0;143674.0;52.0;360516.0;226.0;4899301.0;186.0;4858590.0;412.0;9757892.0;2021-04
105;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;1.0;136.0;78.0;1332562.0;143.0;107473.0;209.0;674221.0;431.0;2114392.0;190.0;5819288.0;621.0;7933680.0;2021-04
106;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;3.0;21890.0;32.0;840903.0;22.0;76999.0;120.0;2952410.0;177.0;3892202.0;112.0;3950923.0;289.0;7843125.0;2021-04
107;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;2.0;45842.0;23.0;401375.0;204.0;815526.0;255.0;883048.0;484.0;2145791.0;123.0;5120495.0;607.0;7266285.0;2021-04
108;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;14.0;494866.0;50.0;1135687.0;40.0;1337521.0;156.0;1020930.0;260.0;3989004.0;192.0;3156979.0;452.0;7145982.0;2021-04
110;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;3.0;35422.0;54.0;1740312.0;21.0;758386.0;36.0;767282.0;114.0;3301402.0;76.0;3030921.0;190.0;6332323.0;2021-04
111;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;1.0;12094.0;65.0;1726268.0;53.0;232763.0;212.0;1204917.0;331.0;3176042.0;163.0;2935767.0;494.0;6111808.0;2021-04
112;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;9.0;139052.0;33.0;355685.0;70.0;964242.0;153.0;1392824.0;265.0;2851803.0;213.0;2764130.0;478.0;5615933.0;2021-04
113;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;12.0;311167.0;30.0;930506.0;89.0;612882.0;159.0;1220881.0;290.0;3075436.0;112.0;2436106.0;402.0;5511543.0;2021-04
