Rank;Codigo_Instituicao;Instituicao;Exportacao_Quant;Exportacao_Valor;Importacao_Quant;Importacao_Valor;Transf_Exterior_Quant;Transf_Exterior_Valor;Transf_pExterior_Quant;Transf_pExterior_Valor;Mercado_Primario_Quant;Mercado_Primario_Valor;Mercado_Interbancario_Quant;Mercado_Interbancario_Valor;Total_Geral_Quant;Total_Geral_Valor;Data_Ref
44;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;818.0;61152088.0;1077.0;47928313.0;387.0;11974239.0;1020.0;30747863.0;3302.0;151802502.0;74.0;75251249.0;3376.0;227053751.0;2018-11
45;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;172.0;2912052.0;759.0;17818401.0;1793.0;18264623.0;2718.0;43299467.0;5442.0;82294544.0;2448.0;139362671.0;7890.0;221657215.0;2018-11
46;15.114.366;BANCO BOCOM BBM S.A.;19.0;18611490.0;18.0;3806814.0;20.0;25362817.0;73.0;2922489.0;130.0;50703608.0;10.0;148193743.0;140.0;198897352.0;2018-11
47;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;59.0;38131923.0;214.0;18581392.0;12.0;58400.0;212.0;30062675.0;497.0;86834389.0;57.0;103266809.0;554.0;190101198.0;2018-11
48;07.679.404;BANCO TOPÁZIO S.A.;2.0;237336.0;15.0;747674.0;62.0;2299783.0;181.0;93278830.0;260.0;96563623.0;126.0;93063091.0;386.0;189626714.0;2018-11
49;30.723.886;BANCO MODAL S.A.;19.0;1055306.0;41.0;3924475.0;83.0;75562538.0;71.0;6756716.0;214.0;87299034.0;24.0;98631051.0;238.0;185930085.0;2018-11
50;03.609.817;BANCO CARGILL S.A.;25.0;30683241.0;3.0;2874914.0;1.0;62500.0;31.0;4128724.0;60.0;37749379.0;6.0;148000000.0;66.0;185749379.0;2018-11
51;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;14.0;211624.0;29.0;237720.0;749.0;38355134.0;7106.0;66480012.0;7898.0;105284489.0;760.0;45736706.0;8658.0;151021195.0;2018-11
52;92.894.922;BANCO ORIGINAL S.A.;21.0;49300484.0;27.0;6841205.0;47.0;27397.0;217.0;7791711.0;312.0;63960797.0;13.0;80302027.0;325.0;144262824.0;2018-11
53;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.;42.0;59948901.0;37.0;4646876.0;25.0;411289.0;49.0;4344432.0;153.0;69351499.0;68.0;74755508.0;221.0;144107006.0;2018-11
54;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.;9.0;2465672.0;11.0;687563.0;1947.0;63562616.0;85.0;3525480.0;2052.0;70241331.0;131.0;69768670.0;2183.0;140010001.0;2018-11
55;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;203.0;4691881.0;1567.0;27398432.0;1600.0;12320311.0;4271.0;26693962.0;7641.0;71104586.0;772.0;68425236.0;8413.0;139529822.0;2018-11
56;01.181.521;BANCO COOPERATIVO SICREDI S.A.;613.0;33939876.0;361.0;8499675.0;299.0;6257656.0;243.0;33027788.0;1516.0;81724995.0;30.0;35728490.0;1546.0;117453485.0;2018-11
57;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;52.0;25632616.0;228.0;16027135.0;80.0;4192103.0;53.0;11397040.0;413.0;57248894.0;125.0;57291259.0;538.0;114540153.0;2018-11
60;59.118.133;BANCO LUSO BRASILEIRO S.A.;58.0;9014512.0;284.0;34004495.0;56.0;8669050.0;150.0;2181964.0;548.0;53870022.0;345.0;55954863.0;893.0;109824885.0;2018-11
61;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;4.0;4106250.0;4.0;167141.0;2.0;20755.0;13.0;4335738.0;23.0;8629884.0;8.0;99900000.0;31.0;108529884.0;2018-11
62;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;6.0;35830304.0;6.0;6165668.0;;;45.0;4204434.0;57.0;46200405.0;13.0;59750000.0;70.0;105950405.0;2018-11
64;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;43.0;1060602.0;233.0;3535592.0;1371.0;8822308.0;3877.0;47047440.0;5524.0;60465942.0;816.0;41255061.0;6340.0;101721003.0;2018-11
66;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;97.0;1797645.0;1088.0;21384352.0;608.0;8962070.0;2153.0;19825030.0;3946.0;51969097.0;1336.0;37406158.0;5282.0;89375254.0;2018-11
67;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;1.0;82537.0;8.0;3173373.0;7.0;88392.0;65.0;18613900.0;81.0;21958202.0;14.0;65919563.0;95.0;87877765.0;2018-11
68;00.250.699;AGK CORRETORA DE CAMBIO S.A.;208.0;3888757.0;1106.0;33968326.0;512.0;15757938.0;736.0;7255504.0;2562.0;60870525.0;319.0;25314737.0;2881.0;86185262.0;2018-11
69;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;22.0;406042.0;379.0;7700231.0;526.0;5426885.0;1582.0;16440160.0;2509.0;29973319.0;1893.0;44346694.0;4402.0;74320013.0;2018-11
72;60.889.128;BANCO SOFISA S.A.;90.0;15723334.0;81.0;3659900.0;10.0;58976.0;81.0;900776.0;262.0;20342985.0;15.0;42714916.0;277.0;63057901.0;2018-11
73;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;79.0;1464204.0;1186.0;21720446.0;280.0;4741467.0;1049.0;9146255.0;2594.0;37072373.0;468.0;25255645.0;3062.0;62328018.0;2018-11
74;61.186.680;BANCO BMG S.A.;3.0;2584431.0;;;3.0;12941870.0;17.0;14753420.0;23.0;30279721.0;4.0;26220756.0;27.0;56500477.0;2018-11
75;62.144.175;BANCO PINE S.A.;13.0;9485599.0;8.0;857996.0;2.0;3028100.0;26.0;4846137.0;49.0;18217832.0;4.0;36264680.0;53.0;54482513.0;2018-11
76;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;4.0;393203.0;20.0;1941799.0;16.0;22642479.0;28.0;2597112.0;68.0;27574592.0;16.0;24812909.0;84.0;52387502.0;2018-11
77;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;32.0;612656.0;703.0;15318894.0;364.0;2435882.0;868.0;7348112.0;1967.0;25715545.0;1273.0;24533089.0;3240.0;50248634.0;2018-11
78;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;406.0;10613121.0;117.0;4035074.0;59.0;435605.0;202.0;1167414.0;784.0;16251215.0;67.0;32686406.0;851.0;48937621.0;2018-11
79;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;18.0;2217404.0;24.0;424639.0;4.0;60433.0;35.0;25036871.0;81.0;27739347.0;3.0;20500000.0;84.0;48239347.0;2018-11
80;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;2.0;145527.0;59.0;12314455.0;53.0;2151256.0;127.0;7186024.0;241.0;21797261.0;62.0;20633000.0;303.0;42430261.0;2018-11
81;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.;6.0;108601.0;80.0;1624195.0;262.0;1643972.0;1305.0;15710924.0;1653.0;19087692.0;671.0;21607585.0;2324.0;40695276.0;2018-11
82;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;2.0;36493.0;53.0;1014192.0;124.0;1295994.0;455.0;17346825.0;634.0;19693504.0;1785.0;19545784.0;2419.0;39239288.0;2018-11
84;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.;119.0;5704934.0;284.0;6717589.0;555.0;1852913.0;1415.0;6283452.0;2373.0;20558888.0;772.0;17070855.0;3145.0;37629743.0;2018-11
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;18.0;183687.0;680.0;13873104.0;135.0;920659.0;675.0;4318409.0;1508.0;19295859.0;455.0;17284730.0;1963.0;36580589.0;2018-11
87;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;6.0;736239.0;9.0;2154278.0;24.0;16528363.0;43.0;13931181.0;82.0;33350060.0;12.0;2872071.0;94.0;36222131.0;2018-11
88;02.318.507;BANCO KEB HANA DO BRASIL S.A.;1.0;86138.0;4.0;8553741.0;31.0;6826354.0;32.0;4099249.0;68.0;19565482.0;15.0;14808652.0;83.0;34374134.0;2018-11
89;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;2.0;50940.0;56.0;600745.0;78.0;607269.0;584.0;7184592.0;720.0;8443546.0;1068.0;25639428.0;1788.0;34082974.0;2018-11
90;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;3.0;586169.0;9.0;5261343.0;10.0;1705023.0;15.0;3959492.0;37.0;11512027.0;27.0;20460193.0;64.0;31972220.0;2018-11
92;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;13.0;334911.0;56.0;442750.0;432.0;1560815.0;1150.0;13857908.0;1651.0;16196384.0;1053.0;13111625.0;2704.0;29308009.0;2018-11
93;04.062.902;VISION S.A. CORRETORA DE CAMBIO;32.0;500392.0;370.0;7082783.0;159.0;2352095.0;689.0;6596747.0;1250.0;16532017.0;966.0;11958758.0;2216.0;28490775.0;2018-11
95;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;3.0;13492.0;10.0;407768.0;347.0;1917149.0;707.0;11959639.0;1067.0;14298048.0;507.0;10588664.0;1574.0;24886712.0;2018-11
97;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;17.0;251629.0;15.0;314411.0;132.0;1052745.0;336.0;3693481.0;500.0;5312265.0;333.0;16889488.0;833.0;22201753.0;2018-11
98;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;4.0;39634.0;6.0;53435.0;398.0;1399729.0;723.0;3321908.0;1131.0;4814705.0;470.0;17219774.0;1601.0;22034479.0;2018-11
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.;33.0;561605.0;222.0;4070133.0;274.0;2693795.0;793.0;5840464.0;1322.0;13165996.0;641.0;8037798.0;1963.0;21203794.0;2018-11
101;61.024.352;BANCO INDUSVAL S.A.;13.0;1755635.0;10.0;258713.0;32.0;2017945.0;68.0;5668320.0;123.0;9700614.0;25.0;10631423.0;148.0;20332037.0;2018-11
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;2.0;32263.0;17.0;232224.0;1116.0;1521661.0;2147.0;7466931.0;3282.0;9253079.0;699.0;8963766.0;3981.0;18216845.0;2018-11
105;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;3.0;37500.0;;;1044.0;376309.0;1123.0;1490104.0;2170.0;1903913.0;147.0;15622475.0;2317.0;17526388.0;2018-11
108;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;2.0;22180.0;148.0;3631554.0;67.0;278618.0;155.0;1819100.0;372.0;5751452.0;281.0;10532392.0;653.0;16283844.0;2018-11
109;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;31.0;611199.0;187.0;3082917.0;119.0;979284.0;464.0;2872944.0;801.0;7546344.0;291.0;8473891.0;1092.0;16020235.0;2018-11
110;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;37.0;584610.0;88.0;2309468.0;292.0;1371671.0;529.0;4078116.0;946.0;8343865.0;512.0;6429510.0;1458.0;14773375.0;2018-11
111;00.416.968;BANCO INTER S.A.;3.0;4532.0;79.0;970198.0;329.0;1792621.0;346.0;4268850.0;757.0;7036201.0;207.0;7058504.0;964.0;14094705.0;2018-11
112;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;2.0;71081.0;108.0;3588985.0;60.0;790359.0;303.0;1924526.0;473.0;6374951.0;368.0;6298826.0;841.0;12673777.0;2018-11
113;04.902.979;BANCO DA AMAZONIA S.A.;41.0;2792915.0;12.0;1040030.0;13.0;217658.0;94.0;3451053.0;160.0;7501655.0;25.0;4951493.0;185.0;12453148.0;2018-11
117;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.;9.0;23920.0;60.0;1039232.0;186.0;941031.0;480.0;3131758.0;735.0;5135940.0;337.0;4114799.0;1072.0;9250740.0;2018-11
118;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4.0;13895.0;48.0;770684.0;55.0;209482.0;499.0;3368668.0;606.0;4362729.0;1149.0;4441899.0;1755.0;8804628.0;2018-11
119;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;8.0;245503.0;13.0;158074.0;57.0;748102.0;349.0;2947386.0;427.0;4099064.0;195.0;2897312.0;622.0;6996376.0;2018-11
120;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;4.0;164695.0;31.0;916855.0;83.0;1095225.0;188.0;1379972.0;306.0;3556746.0;115.0;3308429.0;421.0;6865176.0;2018-11
121;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA;6.0;15838.0;8.0;160360.0;219.0;659914.0;405.0;3120812.0;638.0;3956924.0;515.0;2589348.0;1153.0;6546272.0;2018-11
122;04.913.711;BANCO DO ESTADO DO PARÁ S.A.;56.0;2371391.0;1.0;25000.0;19.0;225067.0;135.0;479764.0;211.0;3101222.0;50.0;2991064.0;261.0;6092286.0;2018-11
123;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;1.0;1234.0;62.0;1651604.0;17.0;43913.0;369.0;1173213.0;449.0;2869965.0;406.0;2867859.0;855.0;5737824.0;2018-11
127;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;4.0;26047.0;17.0;252626.0;57.0;1018102.0;155.0;1154558.0;233.0;2451333.0;239.0;2489200.0;472.0;4940533.0;2018-11
129;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;11.0;101060.0;19.0;197699.0;135.0;1539030.0;492.0;976196.0;657.0;2813985.0;102.0;1711476.0;759.0;4525462.0;2018-11
130;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA;6.0;172534.0;102.0;1371873.0;6.0;107451.0;89.0;424250.0;203.0;2076109.0;175.0;2275998.0;378.0;4352106.0;2018-11
138;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;4.0;79037.0;55.0;991748.0;33.0;518047.0;46.0;214234.0;138.0;1803065.0;75.0;1639079.0;213.0;3442144.0;2018-11
139;33.042.151;BANCO DE LA NACION ARGENTINA;3.0;1346100.0;;;377.0;312642.0;63.0;115656.0;443.0;1774398.0;9.0;1627780.0;452.0;3402178.0;2018-11
140;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;1.0;9690.0;5.0;100439.0;24.0;334132.0;328.0;1332274.0;358.0;1776535.0;284.0;1536503.0;642.0;3313038.0;2018-11
142;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;1.0;49970.0;1.0;3.0;341.0;164683.0;1291.0;1306258.0;1634.0;1520914.0;118.0;1231893.0;1752.0;2752807.0;2018-11
146;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA;22.0;424192.0;19.0;141254.0;2.0;40072.0;39.0;379781.0;82.0;985299.0;55.0;937589.0;137.0;1922889.0;2018-11
161;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;1.0;38142.0;;;7.0;36131.0;3.0;1600.0;11.0;75872.0;1.0;100000.0;12.0;175872.0;2018-11
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.;5267.0;2499614444.0;17789.0;2186915440.0;19331.0;9623121755.0;33803.0;14632388258.0;76190.0;28942039897.0;1779.0;40135567853.0;77969.0;69077607750.0;2018-12
2;60.746.948;BANCO BRADESCO S.A.;6735.0;3195340900.0;18021.0;5277396814.0;43135.0;12319585840.0;28121.0;9057483434.0;96012.0;29849806987.0;1103.0;9074603995.0;97115.0;38924410982.0;2018-12
3;60.701.190;ITAÚ UNIBANCO S.A.;6949.0;2154853874.0;15655.0;1628329296.0;33204.0;5637472119.0;32876.0;10073070682.0;88684.0;19493725970.0;813.0;17359495427.0;89497.0;36853221398.0;2018-12
4;33.479.023;BANCO CITIBANK S.A.;1198.0;1366127658.0;6200.0;1331635059.0;5913.0;8488944510.0;8804.0;8981414306.0;22115.0;20168121534.0;353.0;6517023887.0;22468.0;26685145420.0;2018-12
5;33.172.537;BANCO J.P. MORGAN S.A.;306.0;1467888021.0;1787.0;614918533.0;928.0;3657268003.0;1967.0;5754091569.0;4988.0;11494166125.0;528.0;8422431273.0;5516.0;19916597398.0;2018-12
6;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;115.0;153472010.0;379.0;124111161.0;173.0;2304072043.0;424.0;2917319624.0;1091.0;5498974838.0;384.0;12754896867.0;1475.0;18253871705.0;2018-12
8;00.000.000;BANCO DO BRASIL S.A.;7388.0;3554964894.0;9503.0;2240076660.0;17125.0;1926760734.0;21020.0;3246729212.0;55036.0;10968531500.0;644.0;3589414375.0;55680.0;14557945874.0;2018-12
9;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;94.0;662886397.0;327.0;191805300.0;312.0;4049384211.0;929.0;4027332459.0;1662.0;8931408368.0;262.0;1942427616.0;1924.0;10873835984.0;2018-12
10;30.306.294;BANCO BTG PACTUAL S.A.;6.0;55826311.0;77.0;72574290.0;301.0;533640313.0;635.0;377735194.0;1019.0;1039776108.0;230.0;9020338465.0;1249.0;10060114572.0;2018-12
11;01.522.368;BANCO BNP PARIBAS BRASIL S.A.;121.0;594151550.0;886.0;238948485.0;760.0;966548613.0;1416.0;2146573759.0;3183.0;3946222408.0;856.0;5757342937.0;4039.0;9703565345.0;2018-12
13;60.498.557;BANCO MUFG BRASIL S.A.;126.0;85725842.0;462.0;103160564.0;528.0;363567785.0;599.0;360332914.0;1715.0;912787105.0;986.0;4341693179.0;2701.0;5254480284.0;2018-12
15;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;12.0;17179744.0;13.0;26936909.0;32.0;5605018.0;51.0;15856587.0;108.0;65578258.0;198.0;3948472825.0;306.0;4014051083.0;2018-12
16;49.336.860;ING BANK N.V.;14.0;96380091.0;14.0;10038640.0;7.0;1042152.0;68.0;34289355.0;103.0;141750237.0;184.0;3869671403.0;287.0;4011421640.0;2018-12
17;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;100.0;395992467.0;435.0;144381430.0;312.0;496178958.0;739.0;679668439.0;1586.0;1716221293.0;142.0;1483869691.0;1728.0;3200090984.0;2018-12
18;59.588.111;BANCO VOTORANTIM S.A.;75.0;226108756.0;526.0;211493670.0;432.0;258919817.0;861.0;428789152.0;1894.0;1125311394.0;885.0;1407755112.0;2779.0;2533066506.0;2018-12
19;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;9.0;2364496.0;;;160.0;551948142.0;129.0;518280023.0;298.0;1072592661.0;53.0;1029740551.0;351.0;2102333212.0;2018-12
20;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO;15.0;92797325.0;33.0;33125825.0;67.0;238614019.0;193.0;526370310.0;308.0;890907480.0;433.0;1194290812.0;741.0;2085198291.0;2018-12
21;28.195.667;BANCO ABC BRASIL S.A.;60.0;54754373.0;181.0;38076608.0;61.0;246543884.0;294.0;325006124.0;596.0;664380989.0;315.0;1211139664.0;911.0;1875520653.0;2018-12
22;61.820.817;BANCO PAULISTA S.A.;178.0;89260438.0;456.0;24447133.0;76344.0;210907259.0;1287.0;202261481.0;78265.0;526876311.0;11464.0;1143665345.0;89729.0;1670541656.0;2018-12
23;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;73.0;118638553.0;40.0;32191504.0;118.0;336672862.0;273.0;253126475.0;504.0;740629395.0;55.0;635833797.0;559.0;1376463192.0;2018-12
24;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;28.0;60689794.0;9.0;5309523.0;11.0;307793981.0;122.0;269475715.0;170.0;643269013.0;44.0;622000000.0;214.0;1265269013.0;2018-12
25;58.160.789;BANCO SAFRA S.A.;205.0;111544492.0;837.0;81609856.0;850.0;354466529.0;2242.0;141252530.0;4134.0;688873407.0;238.0;510092411.0;4372.0;1198965818.0;2018-12
26;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;130.0;46574301.0;604.0;127439687.0;312.0;235322436.0;553.0;298536269.0;1599.0;707872692.0;132.0;429492435.0;1731.0;1137365127.0;2018-12
27;03.532.415;BANCO ABN AMRO S.A.;6.0;18501267.0;;;57.0;479145702.0;74.0;481497513.0;137.0;979144481.0;15.0;137777036.0;152.0;1116921517.0;2018-12
28;68.900.810;BANCO RENDIMENTO S.A.;21.0;10971349.0;130.0;32024859.0;33789.0;147532954.0;12554.0;166431246.0;46494.0;356960408.0;9891.0;738799779.0;56385.0;1095760187.0;2018-12
30;00.360.305;CAIXA ECONOMICA FEDERAL;146.0;73503734.0;94.0;2600143.0;7593.0;221590626.0;1638.0;145623258.0;9471.0;443317761.0;325.0;421051556.0;9796.0;864369317.0;2018-12
31;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;243.0;8267476.0;1423.0;59203462.0;1036.0;67555731.0;2675.0;98455680.0;5377.0;233482349.0;6990.0;573792088.0;12367.0;807274437.0;2018-12
32;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;62.0;103321808.0;;;93.0;87708581.0;53.0;392573867.0;208.0;583604255.0;9.0;108651138.0;217.0;692255393.0;2018-12
33;78.632.767;BANCO OURINVEST S.A.;148.0;8201131.0;1314.0;79333814.0;696.0;97041132.0;1740.0;104609396.0;3898.0;289185473.0;9348.0;399587944.0;13246.0;688773418.0;2018-12
34;19.307.785;MS BANK S.A. BANCO DE CÂMBIO;52.0;3203057.0;576.0;24346421.0;309.0;73955045.0;49994.0;119656049.0;50931.0;221160573.0;540.0;389942256.0;51471.0;611102829.0;2018-12
35;10.690.848;BANCO DA CHINA BRASIL S.A.;16.0;120494299.0;25.0;77914586.0;39.0;40194990.0;56.0;70798723.0;136.0;309402599.0;62.0;261282821.0;198.0;570685420.0;2018-12
36;61.088.183;BANCO MIZUHO DO BRASIL S.A.;54.0;47594180.0;170.0;33800937.0;114.0;89593336.0;120.0;65687554.0;458.0;236676008.0;171.0;299698272.0;629.0;536374280.0;2018-12
37;71.027.866;BANCO BS2 S.A.;74.0;13734810.0;321.0;26914696.0;759.0;87870229.0;1146.0;83995655.0;2300.0;212515390.0;2362.0;237783457.0;4662.0;450298846.0;2018-12
38;62.232.889;BANCO DAYCOVAL S.A.;528.0;100979132.0;708.0;42564611.0;627.0;10834517.0;2433.0;54906589.0;4296.0;209284849.0;2450.0;233077264.0;6746.0;442362113.0;2018-12
39;13.059.145;BEXS BANCO DE CÂMBIO S/A;8.0;583327.0;36.0;1021648.0;173.0;28818223.0;433.0;142735685.0;650.0;173158882.0;129.0;145833394.0;779.0;318992276.0;2018-12
40;58.616.418;BANCO FIBRA S.A.;81.0;33165089.0;461.0;65348507.0;64.0;67074367.0;319.0;41024866.0;925.0;206612829.0;35.0;100273701.0;960.0;306886530.0;2018-12
42;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;41.0;37528238.0;152.0;16611905.0;7.0;8419638.0;182.0;53365831.0;382.0;115925612.0;44.0;180228600.0;426.0;296154212.0;2018-12
43;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;14.0;1582120.0;86.0;3834268.0;200.0;33125203.0;510.0;117270164.0;810.0;155811755.0;107.0;120955789.0;917.0;276767544.0;2018-12
44;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;764.0;57312462.0;996.0;50561559.0;431.0;25872285.0;1137.0;36657572.0;3328.0;170403878.0;88.0;98558310.0;3416.0;268962188.0;2018-12
45;30.723.886;BANCO MODAL S.A.;12.0;13269785.0;53.0;5564017.0;99.0;55906614.0;132.0;29358290.0;296.0;104098706.0;20.0;164442370.0;316.0;268541076.0;2018-12
47;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;126.0;2202127.0;687.0;17174002.0;1641.0;18686756.0;2850.0;46317934.0;5304.0;84380820.0;2767.0;112918605.0;8071.0;197299425.0;2018-12
49;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;3.0;5734531.0;10.0;4009098.0;8.0;1107762.0;20.0;2352557.0;41.0;13203948.0;42.0;165027278.0;83.0;178231226.0;2018-12
50;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;11.0;78739.0;27.0;213451.0;838.0;37965984.0;7209.0;71462331.0;8085.0;109720505.0;799.0;47752000.0;8884.0;157472505.0;2018-12
52;03.609.817;BANCO CARGILL S.A.;33.0;21861556.0;2.0;1581058.0;2.0;5010937.0;24.0;2256680.0;61.0;30710231.0;4.0;120000000.0;65.0;150710231.0;2018-12
53;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.;11.0;3491075.0;18.0;2106946.0;2121.0;65090319.0;134.0;4009442.0;2284.0;74697782.0;145.0;70673445.0;2429.0;145371227.0;2018-12
54;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;186.0;4213824.0;1485.0;25383988.0;1656.0;15549281.0;3979.0;28265766.0;7306.0;73412859.0;774.0;69982794.0;8080.0;143395653.0;2018-12
55;33.923.798;BANCO MÁXIMA S.A.;10.0;3064829.0;98.0;3848823.0;359.0;13926335.0;7143.0;44501075.0;7610.0;65341062.0;42.0;59763304.0;7652.0;125104366.0;2018-12
56;07.679.404;BANCO TOPÁZIO S.A.;8.0;1585370.0;5.0;75102.0;54.0;2617950.0;235.0;60971637.0;302.0;65250059.0;120.0;56958074.0;422.0;122208132.0;2018-12
57;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;42.0;22645895.0;311.0;32993770.0;86.0;1365783.0;75.0;3619516.0;514.0;60624964.0;130.0;59989358.0;644.0;120614322.0;2018-12
59;01.181.521;BANCO COOPERATIVO SICREDI S.A.;570.0;33950053.0;389.0;11755790.0;271.0;7731796.0;199.0;24291004.0;1429.0;77728642.0;34.0;34692322.0;1463.0;112420964.0;2018-12
60;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;36.0;1044702.0;200.0;2644259.0;1300.0;9101555.0;4191.0;53262070.0;5727.0;66052585.0;891.0;46164781.0;6618.0;112217366.0;2018-12
62;62.144.175;BANCO PINE S.A.;17.0;6403128.0;4.0;6050963.0;4.0;10554803.0;37.0;26514973.0;62.0;49523866.0;8.0;57722200.0;70.0;107246066.0;2018-12
63;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;4.0;3514272.0;11.0;2713895.0;8.0;172608.0;71.0;4608096.0;94.0;11008871.0;32.0;94384320.0;126.0;105393191.0;2018-12
64;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;87.0;1564223.0;1073.0;23213318.0;669.0;9173457.0;2586.0;24170447.0;4415.0;58121445.0;1527.0;43644633.0;5942.0;101766078.0;2018-12
65;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.;38.0;40108333.0;46.0;5795627.0;16.0;102223.0;37.0;1301606.0;137.0;47307789.0;37.0;50435199.0;174.0;97742988.0;2018-12
66;92.894.922;BANCO ORIGINAL S.A.;14.0;22447076.0;17.0;6199993.0;45.0;7758330.0;207.0;34801786.0;283.0;71207185.0;10.0;20529784.0;293.0;91736969.0;2018-12
